Session ID,Turn,Question,Expected Chunk ID,Actual Chunk ID,Expected Answer,Found,Actual Answer,Result,Comments
18,1,ขอทราบรายละเอียดเกี่ยวกับการเปลี่ยนอวัยวะกระจกตา,2,"2,39,1,44,36,38,6,5,29,8,15,46","การเปลี่ยนอวัยวะกระจกตา
ผู้ประกันตนที่มีความประสงค์จะเปลี่ยนกระจกตา จะต้องได้รับการอนุมัติสิทธิจากสำนักงานเพื่อเข้ารับการผ่าตัดเปลี่ยนกระจกตาในสถานพยาบาลที่ทำความตกลงก่อนเข้ารับบริการ โดยสำนักงานเหมาจ่ายค่าบริการทางการแพทย์ให้แก่สถานพยาบาลในความตกลง ในอัตรา 35,000 บาท และจ่ายค่าจัดเก็บและรักษาคุณภาพดวงตาแก่สภากาชาดไทยในอัตราดวงละ 15,000 บาท กรณีที่มีการผ่าตัดกระจกตาร่วมกับการผ่าตัดต้อกระจกและใส่เลนส์เทียมเหมาจ่ายค่าเลนส์เทียมให้สถานพยาบาลตามอัตราที่ปรากฏในบัญชีรายการและอัตราค่าอวัยวะเทียมและอุปกรณ์ในการบำบัดรักษาโรค",True,"การเปลี่ยนอวัยวะกระจกตา ผู้ประกันตนที่มีความประสงค์จะเปลี่ยนกระจกตา จะต้องได้รับการอนุมัติสิทธิจากสำนักงานเพื่อเข้ารับการผ่าตัดเปลี่ยนกระจกตาในสถานพยาบาลที่ทำความตกลงก่อนเข้ารับบริการค่ะ

สำนักงานจะเหมาจ่ายค่าบริการทางการแพทย์ให้แก่สถานพยาบาลในความตกลง ในอัตรา 35,000 บาท และจ่ายค่าจัดเก็บและรักษาคุณภาพดวงตาแก่สภากาชาดไทยในอัตราดวงละ 15,000 บาทค่ะ

ในกรณีที่มีการผ่าตัดกระจกตาร่วมกับการผ่าตัดต้อกระจกและใส่เลนส์เทียม สำนักงานจะเหมาจ่ายค่าเลนส์เทียมให้สถานพยาบาลตามอัตราที่ปรากฏในบัญชีรายการและอัตราค่าอวัยวะเทียมและอุปกรณ์ในการบำบัดรักษาโรคค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Retrieval includes the correct expected chunk (2), despite extra chunks. The answer accurately matches the expected details (approval required, 35,000/15,000 THB rates, and coverage for IOL when combined with cataract surgery). Stylistic additions are acceptable."
19,1,ผมประสบอุบัติเหตุที่ต่างจังหวัด ไปรพ.ที่ลงทะเบียนไว้ไม่ได้ ถ้าผมไปเข้า รพ.เอกชน ในต่างจังหวัด จะเบิกได้ไหม,2,"4,43,3,8,1,2,46,7,22,27,6,13",ได้ครับ คุณต้องการทราบรายละเอียดการเบิกรักษาพยาบาลสถานพยาบาลของ รัฐ หรือ เอกชน ครับ,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีประสบอุบัติเหตุฉุกเฉินและไม่สามารถเข้ารับบริการ ณ สถานพยาบาลที่ลงทะเบียนสิทธิไว้ได้ หากเข้ารับการรักษาที่โรงพยาบาลเอกชนอื่น สำนักงานประกันสังคมจะจ่ายค่าบริการทางการแพทย์ให้ตามความจำเป็นค่ะ

โดยมีรายละเอียดดังนี้ค่ะ
*   **ผู้ป่วยนอก:** ได้รับค่าบริการทางการแพทย์ตามจำนวนที่จ่ายจริง ไม่เกิน 1,000 บาท
*   **ผู้ป่วยใน:** ได้รับค่าบริการทางการแพทย์เฉพาะค่าใช้จ่ายที่เกิดขึ้นจริงตามความจำเป็น ภายในระยะเวลาไม่เกิน 72 ชั่วโมงแรก โดยไม่รวมวันหยุดราชการ

ทั้งนี้ จะมีวงเงินสูงสุดสำหรับค่ารักษาพยาบาลไม่เกินวันละ 2,000 บาท และค่าห้องและค่าอาหารไม่เกินวันละ 700 บาทค่ะ หากเป็นการรักษาในห้อง ICU จะได้รับค่าใช้จ่ายตามจริงแต่ไม่เกินวันละ 4,500 บาทค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Retrieval is acceptable as it includes the expected chunk. The answer correctly addresses that treatment at a private hospital can be reimbursed in an emergency and provides useful coverage details. Slight deviation from the expected follow-up question (public vs private), but overall content is relevant and acceptable."
19,2,รพ.รัฐครับ,2,"3,2,4,6,36,8,1,5,7,27,23,43","กรณีการประสบอันตรายหรือเจ็บป่วยฉุกเฉิน ไม่สามารถเข้ารับบริการ ณ สถานพยาบาลที่กำหนดสิทธิได้ เมื่อเข้ารับการบริการทางการแพทย์ ณ สถานพยาบาลอื่น สำนักงานประกันสังคมจ่ายค่าบริการทางการแพทย์ให้แก่ผู้ประกันตนหรือสถานพยาบาลดังนี้
โรงพยาบาลรัฐบาล
ผู้ป่วยนอก สำนักงานประกันสังคมจ่ายค่าบริการทางการแพทย์เท่าที่จ่ายจริงตามความจำเป็น
ผู้ป่วยใน สำนักงานประกันสังคมจ่ายค่าบริการทางการแพทย์ตามความจำเป็น ไม่เกิน 72 ชั่วโมงแรก ไม่รวมระยะเวลาในวันหยุดราชการ ยกเว้นค่าห้อง และค่าอาหารเท่าที่จ่ายจริงไม่เกิน 700 บาท/วัน",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีประสบอุบัติเหตุฉุกเฉินและไม่สามารถเข้ารับบริการ ณ สถานพยาบาลที่ลงทะเบียนสิทธิไว้ได้ หากเข้ารับการรักษาที่โรงพยาบาลรัฐอื่น สำนักงานประกันสังคมจะจ่ายค่าบริการทางการแพทย์ให้ตามความจำเป็นค่ะ

โดยมีรายละเอียดดังนี้ค่ะ
*   **ผู้ป่วยนอก:** สำนักงานประกันสังคมจ่ายค่าบริการทางการแพทย์เท่าที่จ่ายจริงตามความจำเป็นค่ะ
*   **ผู้ป่วยใน:** สำนักงานประกันสังคมจ่ายค่าบริการทางการแพทย์ตามความจำเป็น ไม่เกิน 72 ชั่วโมงแรก โดยไม่รวมระยะเวลาในวันหยุดราชการค่ะ ยกเว้นค่าห้องและค่าอาหาร จะจ่ายเท่าที่จ่ายจริงไม่เกิน 700 บาทต่อวันค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Answer matches the expected details (OP/IP coverage, 72-hour limit, room/food up to 700/day) and is contextually appropriate. Retrieval includes the expected chunk (2) despite extra chunks. Overall correct and acceptable."
20,1,ผมเปิดบริษัทอยู่จังหวัดเชียงใหม่ ต้องไปขึ้นทะเบียนให้ลูกจ้างที่ไหน,1,"52,45,46,1,51,49,0,32,23,43,41,44","นายจ้าง ที่มีสำนักงานใหญ่ในส่วนภูมิภาคให้ยื่นแบบขึ้นทะเบียนได้ที่สำนักงานประกันสังคมจังหวัดที่สถานประกอบการตั้งอยู่
***นายจ้างสามารถทำธุรกรรมผ่านทางinternet ได้ที่ www.sso.go.th***",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

นายจ้างที่มีสำนักงานใหญ่ในส่วนภูมิภาค ให้ยื่นแบบขึ้นทะเบียนได้ที่สำนักงานประกันสังคมจังหวัดที่สถานประกอบการตั้งอยู่ค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,การดึงข้อมูลยอมรับได้เพราะมี chunk ที่คาดไว้ (แม้จะดึงมาเกินจำเป็น). คำตอบถูกต้องตามสาระหลัก แต่ขาดการระบุว่าสามารถทำธุรกรรมผ่านอินเทอร์เน็ตที่ www.sso.go.th
20,2,ขอเบอร์ติดต่อสำนักงานได้ไหม,52,"45,52,49,46,1,14,21,19,0,39,38,4",สำนักงานประกันสังคมจังหวัดเชียงใหม่ 053112629-30,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

หากต้องการติดต่อสำนักงานประกันสังคม สามารถติดต่อได้ที่ สายด่วน 1506 ตลอด 24 ชั่วโมงค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",False,"Retrieval is acceptable as it includes the expected chunk (52), but the answer fails to provide the specific office phone number and instead gives only the general hotline. Essential information is missing, so the answer content is inadequate."
21,1,เงินค่าเทอมลูกเบิกได้เท่าไหร่ ,,"10,7,5,31,28,1,9,27,18,8,36,2",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

จากข้อมูลในคู่มือผู้ประกันตน ไม่พบรายละเอียดเกี่ยวกับสิทธิประโยชน์ในการเบิกค่าเล่าเรียนหรือค่าเทอมของบุตรค่ะ

ไม่ทราบว่าสนใจรายละเอียดเกี่ยวกับสิทธิประโยชน์อื่น ๆ ของผู้ประกันตนเพิ่มเติมไหมคะ?",True,"Answer appropriately indicates the information isn’t available, aligning with the expected response. Retrieval can’t be assessed since no expected chunks were specified. Overall content is acceptable."
22,1,ประกันสังคมครอบคุมถึงประกันสุขภาพส่วนตัวไหม ,,"6,1,15,0,21,25,20,48,28,22,18,10",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

ประกันสังคมไม่ได้ครอบคลุมถึงประกันสุขภาพส่วนตัวค่ะ ประกันสังคมจะให้ความคุ้มครองในกรณีต่างๆ เช่น เจ็บป่วย คลอดบุตร ทุพพลภาพ ตาย สงเคราะห์บุตร ชราภาพ และว่างงานค่ะ

ไม่ทราบว่าสนใจรายละเอียดในส่วนไหนเพิ่มเติมไหมคะ?",False,"Expected a “no data in the system” response, but the model provided a definitive answer and extra details not supported by the KB. Retrieval also appears off since no expected chunks were indicated, yet many chunks were used."
23,1,อยากได้ปฏิทินประกันสังคม ติดต่อขอรับได้ที่ไหน ,,"25,21,1,52,0,49,19,14,39,46,15,17",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

หากต้องการปฏิทินประกันสังคม สามารถติดต่อขอรับได้ที่สำนักงานประกันสังคมกรุงเทพมหานครพื้นที่ หรือสำนักงานประกันสังคมจังหวัดที่สถานประกอบการตั้งอยู่ค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",False,"Expected response was to state no data available, but the model provided specific guidance instead, contradicting the expected answer. Retrieval cannot be assessed due to no expected chunk, but the main issue is with answer content."
24,1,เราสามารถเบิกเคลมค่าพักที่อยู่อาศัยจากกระกันสังคมได้ไหม ,,"27,1,30,2,14,28,17,7,15,51,26,19",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

ขออภัยค่ะ ข้อมูลส่วนนี้ไม่ปรากฏใน คู่มือผู้ประกันตน ที่ฉันเข้าถึงในตอนนี้ จึงยังยืนยันให้ไม่ได้ค่ะ มีเรื่องอื่นๆสอบถามเพิ่มเติมไหมคะ.",True,Answer matches the expected response by stating the information is not available. Retrieval cannot be assessed since no expected chunks were provided.
25,1,ในกรณีที่ทำงานอยู่เมืองนอกแล้วต้องการส่งประกันสังคมทำได้ไหม,,"1,17,25,21,15,46,44,49,20,0,14,36",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

การส่งเงินสมทบประกันสังคมนั้น จะเป็นการส่งเงินสมทบจากผู้ที่ทำงานในประเทศไทยค่ะ หากคุณทำงานอยู่ต่างประเทศ จะไม่สามารถส่งเงินสมทบในระบบประกันสังคมของประเทศไทยได้ค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",False,"Expected response was to state the information is not available, but the model provided a definitive policy answer instead. Retrieval does not align with any expected chunk and the answer content deviates from the intended response."
26,1,ทำงานบริษัทต่างชาติในไทย แต่ว่าบริษัทนั้นไม่ได้จดทะเบียนที่ไทย เป็นการทำงานแบบ remote work เราสามารถส่งประกันสังคมเองได้ไหม ,,"23,1,25,49,14,19,15,26,21,51,44,0",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

สำหรับกรณีของคุณที่ทำงานแบบ remote work ให้กับบริษัทต่างชาติที่ไม่ได้จดทะเบียนในไทยนั้น หากคุณต้องการส่งเงินสมทบประกันสังคมด้วยตนเอง สามารถสมัครเป็นผู้ประกันตนมาตรา 40 ได้ค่ะ

คุณสมบัติของผู้สมัครมาตรา 40 มีดังนี้ค่ะ
*   มีสัญชาติไทย
*   อายุไม่ต่ำกว่า 15 ปีบริบูรณ์ และไม่เกิน 60 ปีบริบูรณ์
*   ไม่เป็นผู้ประกันตนมาตรา 33 หรือมาตรา 39
*   ไม่เป็นสมาชิกกองทุนบำเหน็จบำนาญข้าราชการ หรือกองทุนอื่นของรัฐที่มีลักษณะเดียวกัน

หากคุณมีคุณสมบัติตรงตามนี้ สามารถสมัครได้ที่สำนักงานประกันสังคม หรือสมัครผ่านทางเว็บไซต์ www.sso.go.th ค่ะ

ไม่ทราบว่าสนใจรายละเอียดเกี่ยวกับมาตรา 40 เพิ่มเติมไหมคะ",False,"Answer provides specific guidance (Section 40) instead of the expected “no information available” response, so it does not align with the expected answer. Retrieval cannot be assessed since expected chunks are not provided."
27,1,เราเป็นคนขับ Taxi แล้วดันไปขับรถชนสุนัขได้รับบาดเจ็บ เจ้าของสุนัขมาเรียกเงินกับเรา กรณีแบบนี้ทางประกันสังคมช่วยไรได้ไหม ,,"1,36,46,18,15,28,9,27,49,43,21,29",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีที่คุณขับรถชนสุนัขได้รับบาดเจ็บ และเจ้าของสุนัขมาเรียกเงินนั้น ข้อมูลในคู่มือผู้ประกันตนไม่ได้ระบุถึงความคุ้มครองในกรณีดังกล่าวค่ะ

ไม่ทราบว่าสนใจรายละเอียดเกี่ยวกับสิทธิประโยชน์อื่นๆ ของผู้ประกันตนเพิ่มเติมไหมคะ",True,"Answer conveys that the information is not available in the guide, which aligns with the expected response. Retrieval can't be assessed since no expected chunks were provided. Content is acceptable and on-topic."
28,1,ประกันสังคมตั้งอยู่ที่ตุก SKY9 Tower จริงหรอ ผู้ประกันตนสามารถรู้ได้ไหมว่าประกันสังคมเอาเงินของผู้กระกันตนไปลงทุนที่ไหนบ้าง ,,"1,0,25,19,21,20,14,15,18,9,2,26",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

ขออภัยค่ะ ข้อมูลส่วนนี้ไม่ปรากฏใน คู่มือผู้ประกันตน ที่ฉันเข้าถึงในตอนนี้ จึงยังยืนยันให้ไม่ได้ค่ะ มีเรื่องอื่นๆสอบถามเพิ่มเติมไหมคะ.",True,"Answer appropriately states the information is unavailable, aligning with the expected response. Retrieval can’t be evaluated due to missing expected chunks; content is acceptable though slightly verbose."
29,1,ได้ยินข่าวมาว่าประกันสังคมถ้าไม่มีคนใหม่ส่งเงิน เงินจะไม่พอหรอ ตอนนี้เราอายุ 40 เราส่งมาแล้ว 20 ปี แต่เด็กรุ่นใหม่เริ่มไม่ส่งแล้ว ตอนเรา 60 เราจะได้เงินอยู่ไหม,,"28,10,6,1,27,12,7,9,18,20,23,21",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

สำหรับกรณีชราภาพ หากส่งเงินสมทบมาแล้ว 180 เดือนขึ้นไป เมื่ออายุครบ 55 ปีบริบูรณ์ จะได้รับเป็นเงินบำนาญชราภาพรายเดือนตลอดชีวิตค่ะ

หากส่งเงินสมทบมาแล้ว 15 ปีขึ้นไป จะได้รับเงินบำนาญชราภาพร้อยละ 20 ของค่าจ้างเฉลี่ย 60 เดือนสุดท้ายที่ใช้เป็นฐานในการคำนวณเงินสมทบค่ะ หากส่งเงินสมทบมากกว่า 15 ปี จะปรับเพิ่มอีกร้อยละ 1.5 ต่อระยะเวลาการจ่ายเงินสมทบครบทุก 12 เดือนค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",False,The response provides general pension eligibility details but does not address the user’s core concern about fund solvency and contradicts the expected “no data available” reply. Retrieval also mismatches since the expected had no relevant chunks.
