Session ID,Turn,Question,Expected Chunk ID,Actual Chunk ID,Expected Answer,Found,Actual Answer,Result,Comments,Reasons for Failure
18,1,ขอทราบรายละเอียดเกี่ยวกับการเปลี่ยนอวัยวะกระจกตา,2,"2,39,1,44,36,38,6,5,29,8,15,46","การเปลี่ยนอวัยวะกระจกตา
ผู้ประกันตนที่มีความประสงค์จะเปลี่ยนกระจกตา จะต้องได้รับการอนุมัติสิทธิจากสำนักงานเพื่อเข้ารับการผ่าตัดเปลี่ยนกระจกตาในสถานพยาบาลที่ทำความตกลงก่อนเข้ารับบริการ โดยสำนักงานเหมาจ่ายค่าบริการทางการแพทย์ให้แก่สถานพยาบาลในความตกลง ในอัตรา 35,000 บาท และจ่ายค่าจัดเก็บและรักษาคุณภาพดวงตาแก่สภากาชาดไทยในอัตราดวงละ 15,000 บาท กรณีที่มีการผ่าตัดกระจกตาร่วมกับการผ่าตัดต้อกระจกและใส่เลนส์เทียมเหมาจ่ายค่าเลนส์เทียมให้สถานพยาบาลตามอัตราที่ปรากฏในบัญชีรายการและอัตราค่าอวัยวะเทียมและอุปกรณ์ในการบำบัดรักษาโรค",True,"การเปลี่ยนอวัยวะกระจกตา ผู้ประกันตนที่มีความประสงค์จะเปลี่ยนกระจกตา จะต้องได้รับการอนุมัติสิทธิจากสำนักงานเพื่อเข้ารับการผ่าตัดเปลี่ยนกระจกตาในสถานพยาบาลที่ทำความตกลงก่อนเข้ารับบริการค่ะ

สำนักงานจะเหมาจ่ายค่าบริการทางการแพทย์ให้แก่สถานพยาบาลในความตกลง ในอัตรา 35,000 บาท และจ่ายค่าจัดเก็บและรักษาคุณภาพดวงตาแก่สภากาชาดไทยในอัตราดวงละ 15,000 บาทค่ะ

ในกรณีที่มีการผ่าตัดกระจกตาร่วมกับการผ่าตัดต้อกระจกและใส่เลนส์เทียม สำนักงานจะเหมาจ่ายค่าเลนส์เทียมให้สถานพยาบาลตามอัตราที่ปรากฏในบัญชีรายการและอัตราค่าอวัยวะเทียมและอุปกรณ์ในการบำบัดรักษาโรคค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,Accurate and complete answer matching the expected details; retrieval includes the correct chunk (2) despite extra chunks. Both retrieval and content are acceptable.,
19,1,ผมประสบอุบัติเหตุที่ต่างจังหวัด ไปรพ.ที่ลงทะเบียนไว้ไม่ได้ ถ้าผมไปเข้า รพ.เอกชน ในต่างจังหวัด จะเบิกได้ไหม,2,"4,43,3,8,1,2,46,7,22,27,6,13",ได้ครับ คุณต้องการทราบรายละเอียดการเบิกรักษาพยาบาลสถานพยาบาลของ รัฐ หรือ เอกชน ครับ,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีประสบอันตรายหรือเจ็บป่วยฉุกเฉิน และไม่สามารถเข้ารับบริการ ณ สถานพยาบาลที่กำหนดสิทธิได้ หากเข้ารับการบริการทางการแพทย์ ณ สถานพยาบาลเอกชนอื่น สำนักงานประกันสังคมจะจ่ายค่าบริการทางการแพทย์ให้แก่สถานพยาบาลที่ให้การรักษาจนพ้นวิกฤตไม่เกิน 72 ชั่วโมง โดยผู้ประกันตนไม่ต้องสำรองจ่ายค่ะ

มีเรื่องอื่น ๆ อยากสอบถามเพิ่มเติมไหมคะ?",True,"Retrieval is acceptable as it includes the expected chunk. The answer correctly addresses emergency treatment at a private hospital (coverage up to 72 hours, no upfront payment) and aligns with the user’s intent, though it omits the expected follow-up clarification.",
19,2,รพ.รัฐครับ,2,"3,2,4,6,36,8,1,5,7,27,23,43","กรณีการประสบอันตรายหรือเจ็บป่วยฉุกเฉิน ไม่สามารถเข้ารับบริการ ณ สถานพยาบาลที่กำหนดสิทธิได้ เมื่อเข้ารับการบริการทางการแพทย์ ณ สถานพยาบาลอื่น สำนักงานประกันสังคมจ่ายค่าบริการทางการแพทย์ให้แก่ผู้ประกันตนหรือสถานพยาบาลดังนี้
โรงพยาบาลรัฐบาล
ผู้ป่วยนอก สำนักงานประกันสังคมจ่ายค่าบริการทางการแพทย์เท่าที่จ่ายจริงตามความจำเป็น
ผู้ป่วยใน สำนักงานประกันสังคมจ่ายค่าบริการทางการแพทย์ตามความจำเป็น ไม่เกิน 72 ชั่วโมงแรก ไม่รวมระยะเวลาในวันหยุดราชการ ยกเว้นค่าห้อง และค่าอาหารเท่าที่จ่ายจริงไม่เกิน 700 บาท/วัน",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีประสบอันตรายหรือเจ็บป่วยฉุกเฉิน และไม่สามารถเข้ารับบริการ ณ สถานพยาบาลที่กำหนดสิทธิได้ หากเข้ารับการรักษาพยาบาล ณ โรงพยาบาลของรัฐอื่น สำนักงานประกันสังคมจะจ่ายค่าบริการทางการแพทย์ให้เท่าที่จ่ายจริงตามความจำเป็นสำหรับผู้ป่วยนอก และสำหรับผู้ป่วยใน จะจ่ายค่าบริการทางการแพทย์ตามความจำเป็นไม่เกิน 72 ชั่วโมงแรก โดยไม่รวมวันหยุดราชการค่ะ ยกเว้นค่าห้องและค่าอาหารจะจ่ายให้เท่าที่จ่ายจริงไม่เกิน 700 บาทต่อวันค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Retrieval is acceptable as it includes the expected chunk (2). The answer accurately matches the expected details, including the emergency context, 72-hour limit (excluding public holidays), and 700 baht/day room and food cap.",
20,1,ผมเปิดบริษัทอยู่จังหวัดเชียงใหม่ ต้องไปขึ้นทะเบียนให้ลูกจ้างที่ไหน,1,"52,45,46,1,51,49,0,32,23,43,41,44","นายจ้าง ที่มีสำนักงานใหญ่ในส่วนภูมิภาคให้ยื่นแบบขึ้นทะเบียนได้ที่สำนักงานประกันสังคมจังหวัดที่สถานประกอบการตั้งอยู่
***นายจ้างสามารถทำธุรกรรมผ่านทางinternet ได้ที่ www.sso.go.th***",True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

นายจ้างที่มีสำนักงานใหญ่ในส่วนภูมิภาค ให้ยื่นแบบขึ้นทะเบียนได้ที่สำนักงานประกันสังคมจังหวัดที่สถานประกอบการตั้งอยู่ค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Retrieval is acceptable as it includes the expected chunk. The answer correctly states to register at the provincial SSO where the establishment is located, but it omits the online option (www.sso.go.th). Overall mostly correct with a minor omission in answer content.",
20,2,ขอเบอร์ติดต่อสำนักงานได้ไหม,52,"45,52,49,46,1,14,21,19,0,39,38,4",สำนักงานประกันสังคมจังหวัดเชียงใหม่ 053112629-30,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

หากต้องการสอบถามข้อมูลเพิ่มเติม สามารถติดต่อได้ที่ สายด่วน 1506 ตลอด 24 ชั่วโมงค่ะ

มีเรื่องอื่น ๆ อยากสอบถามเพิ่มไหมคะ?",False,"Retrieval is acceptable as it includes the expected chunk (52), but the answer fails to provide the specific office phone number and instead gives a general hotline. This omits the essential requested information, so the answer content is inadequate.","[
  ""Answer incomplete; omitted essential details or requested specifics"",
  ""Gave generic hotline instead of the requested office phone number""
]"
21,1,เงินค่าเทอมลูกเบิกได้เท่าไหร่ ,,"10,7,5,31,28,1,9,27,18,8,36,2",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

ขออภัยค่ะ ข้อมูลส่วนนี้ไม่ปรากฏใน คู่มือผู้ประกันตน ที่ฉันเข้าถึงในตอนนี้ จึงยังยืนยันให้ไม่ได้ค่ะ มีเรื่องอื่นๆสอบถามเพิ่มเติมไหมคะ.",True,"Retrieval not applicable since no expected chunks were provided. The answer appropriately states the information is unavailable in the accessible resources, matching the expected response.",
22,1,ประกันสังคมครอบคุมถึงประกันสุขภาพส่วนตัวไหม ,,"6,1,15,0,21,25,20,48,28,22,18,10",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

ประกันสังคมไม่ได้ครอบคลุมถึงประกันสุขภาพส่วนตัวค่ะ ประกันสังคมจะให้ความคุ้มครองตามสิทธิประโยชน์ที่กำหนดไว้ในกองทุนประกันสังคม ซึ่งมีทั้งกรณีเจ็บป่วย คลอดบุตร ทุพพลภาพ ตาย สงเคราะห์บุตร ชราภาพ และว่างงานค่ะ

ไม่ทราบว่าสนใจรายละเอียดเกี่ยวกับสิทธิประโยชน์กรณีใดเพิ่มเติมไหมคะ",True,"Content is accurate and directly answers the question, though it deviates from the expected ‘no data’ fallback. Retrieval cannot be assessed since expected chunk IDs are not provided.",
23,1,อยากได้ปฏิทินประกันสังคม ติดต่อขอรับได้ที่ไหน ,,"25,21,1,52,0,49,19,14,39,46,15,17",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

สำหรับปฏิทินประกันสังคมนั้น ไม่พบข้อมูลในคู่มือผู้ประกันตนที่ฉันเข้าถึงในตอนนี้ค่ะ

มีเรื่องอื่น ๆ อยากสอบถามเพิ่มเติมไหมคะ?",True,Answer matches the expected intent by stating the information isn’t available; polite and acceptable. Retrieval can’t be assessed since no expected chunks were provided.,
24,1,เราสามารถเบิกเคลมค่าพักที่อยู่อาศัยจากกระกันสังคมได้ไหม ,,"27,1,30,2,14,28,17,7,15,51,26,19",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

ขออภัยค่ะ ข้อมูลส่วนนี้ไม่ปรากฏใน คู่มือผู้ประกันตน ที่ฉันเข้าถึงในตอนนี้ จึงยังยืนยันให้ไม่ได้ค่ะ มีเรื่องอื่นๆสอบถามเพิ่มเติมไหมคะ.",True,"Answer aligns with the expected response by stating the information isn’t available. Retrieval expectation is unspecified (nan), so no clear issue there; content is acceptable though slightly verbose with persona details.",
25,1,ในกรณีที่ทำงานอยู่เมืองนอกแล้วต้องการส่งประกันสังคมทำได้ไหม,,"1,17,25,21,15,46,44,49,20,0,14,36",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

ขออภัยค่ะ ข้อมูลส่วนนี้ไม่ปรากฏใน คู่มือผู้ประกันตน ที่ฉันเข้าถึงในตอนนี้ จึงยังยืนยันให้ไม่ได้ค่ะ มีเรื่องอื่นๆสอบถามเพิ่มเติมไหมคะ.",True,"Answer conveys the expected message that the information is not available; stylistic differences are acceptable. Retrieval is not applicable due to no expected chunk, but it doesn’t affect the response.",
26,1,ทำงานบริษัทต่างชาติในไทย แต่ว่าบริษัทนั้นไม่ได้จดทะเบียนที่ไทย เป็นการทำงานแบบ remote work เราสามารถส่งประกันสังคมเองได้ไหม ,,"23,1,25,49,14,19,15,26,21,51,44,0",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

สำหรับกรณีของคุณที่ทำงานแบบ remote work ให้กับบริษัทต่างชาติที่ไม่ได้จดทะเบียนในไทยนั้น หากคุณต้องการส่งเงินสมทบประกันสังคมด้วยตนเอง สามารถสมัครเป็นผู้ประกันตนมาตรา 40 ได้ค่ะ

คุณสมบัติของผู้สมัครมาตรา 40 มีดังนี้ค่ะ
*   มีสัญชาติไทย
*   อายุไม่ต่ำกว่า 15 ปีบริบูรณ์ และไม่เกิน 60 ปีบริบูรณ์
*   ไม่เป็นผู้ประกันตนมาตรา 33 หรือมาตรา 39
*   ไม่เป็นสมาชิกกองทุนบำเหน็จบำนาญข้าราชการ หรือกองทุนอื่นของรัฐที่มีลักษณะเดียวกัน

หากคุณมีคุณสมบัติตรงตามนี้ สามารถสมัครได้ที่สำนักงานประกันสังคม หรือสมัครผ่านทางอินเทอร์เน็ตที่เว็บไซต์ www.sso.go.th/section40_regist/ หรือสมัครผ่านหน่วยบริการที่ทำความตกลงกับสำนักงานประกันสังคม เช่น เคาน์เตอร์เซอร์วิสในร้านสะดวกซื้อต่างๆ ค่ะ

ไม่ทราบว่าสนใจรายละเอียดในส่วนของการสมัครหรือช่องทางการชำระเงินสมทบเพิ่มเติมไหมคะ",True,"Answer is helpful and generally correct: it explains that a remote worker for a non-registered foreign employer can contribute via Section 40 and outlines basic eligibility and channels. Retrieval is not applicable (no expected chunks). Minor potential inaccuracy on the age limit detail, but overall acceptable.",
27,1,เราเป็นคนขับ Taxi แล้วดันไปขับรถชนสุนัขได้รับบาดเจ็บ เจ้าของสุนัขมาเรียกเงินกับเรา กรณีแบบนี้ทางประกันสังคมช่วยไรได้ไหม ,,"1,36,46,18,15,28,9,27,49,43,21,29",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีที่คุณขับรถ Taxi แล้วเกิดอุบัติเหตุชนสุนัขได้รับบาดเจ็บ และเจ้าของสุนัขมาเรียกเงินนั้น ข้อมูลในคู่มือผู้ประกันตนไม่ได้ระบุถึงความคุ้มครองในกรณีดังกล่าวค่ะ

ไม่ทราบว่าสนใจรายละเอียดเกี่ยวกับสิทธิประโยชน์อื่นๆ ของผู้ประกันตน หรือต้องการสอบถามข้อมูลเพิ่มเติมในส่วนใดไหมคะ",True,"Retrieval is not applicable (no expected chunks). The answer correctly states that this case is not covered in the handbook/database, aligning with the expected “no data available” response. Mostly correct and acceptable.",
28,1,ประกันสังคมตั้งอยู่ที่ตุก SKY9 Tower จริงหรอ ผู้ประกันตนสามารถรู้ได้ไหมว่าประกันสังคมเอาเงินของผู้กระกันตนไปลงทุนที่ไหนบ้าง ,,"1,0,25,19,21,20,14,15,18,9,2,26",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

ขออภัยค่ะ ข้อมูลส่วนนี้ไม่ปรากฏใน คู่มือผู้ประกันตน ที่ฉันเข้าถึงในตอนนี้ จึงยังยืนยันให้ไม่ได้ค่ะ มีเรื่องอื่นๆสอบถามเพิ่มเติมไหมคะ.",True,Answer matches the expected response by stating the information isn’t available. Retrieval can’t be assessed since no expected chunks were provided. Overall acceptable.,
29,1,ได้ยินข่าวมาว่าประกันสังคมถ้าไม่มีคนใหม่ส่งเงิน เงินจะไม่พอหรอ ตอนนี้เราอายุ 40 เราส่งมาแล้ว 20 ปี แต่เด็กรุ่นใหม่เริ่มไม่ส่งแล้ว ตอนเรา 60 เราจะได้เงินอยู่ไหม,,"28,10,6,1,27,12,7,9,18,20,23,21",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,True,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

สำหรับกรณีชราภาพ หากส่งเงินสมทบมาแล้ว 180 เดือนขึ้นไป เมื่ออายุครบ 55 ปีบริบูรณ์ จะได้รับเป็นเงินบำนาญชราภาพค่ะ

หากส่งเงินสมทบมาแล้ว 15 ปีขึ้นไป จะได้รับเงินบำนาญชราภาพเป็นรายเดือนตลอดชีวิตค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",False,"Partially relevant but misses the user’s core concern about fund solvency; it only states eligibility rules and doesn’t answer whether benefits will still be paid at 60. Retrieval cannot be assessed (no expected chunks), but the answer content omits essential meaning and deviates from the expected fallback.","[
  ""Answer incomplete; omitted essential details or requested specifics"",
  ""Answer off-topic or misaligned with the user’s question"",
  ""Failed to acknowledge insufficient information when sources were unavailable""
]"
