Session ID,Turn,Question,Expected Chunk ID,Actual Chunk ID,Expected Answer,Actual Answer,Result,Comments
18,1,ขอทราบรายละเอียดเกี่ยวกับการเปลี่ยนอวัยวะกระจกตา,2,"2,39,1,44,36,38,6,5,29,8,15,46","การเปลี่ยนอวัยวะกระจกตา
ผู้ประกันตนที่มีความประสงค์จะเปลี่ยนกระจกตา จะต้องได้รับการอนุมัติสิทธิจากสำนักงานเพื่อเข้ารับการผ่าตัดเปลี่ยนกระจกตาในสถานพยาบาลที่ทำความตกลงก่อนเข้ารับบริการ โดยสำนักงานเหมาจ่ายค่าบริการทางการแพทย์ให้แก่สถานพยาบาลในความตกลง ในอัตรา 35,000 บาท และจ่ายค่าจัดเก็บและรักษาคุณภาพดวงตาแก่สภากาชาดไทยในอัตราดวงละ 15,000 บาท กรณีที่มีการผ่าตัดกระจกตาร่วมกับการผ่าตัดต้อกระจกและใส่เลนส์เทียมเหมาจ่ายค่าเลนส์เทียมให้สถานพยาบาลตามอัตราที่ปรากฏในบัญชีรายการและอัตราค่าอวัยวะเทียมและอุปกรณ์ในการบำบัดรักษาโรค","การเปลี่ยนอวัยวะกระจกตา ผู้ประกันตนที่มีความประสงค์จะเปลี่ยนกระจกตา จะต้องได้รับการอนุมัติสิทธิจากสำนักงานเพื่อเข้ารับการผ่าตัดเปลี่ยนกระจกตาในสถานพยาบาลที่ทำความตกลงก่อนเข้ารับบริการค่ะ

สำนักงานจะเหมาจ่ายค่าบริการทางการแพทย์ให้แก่สถานพยาบาลในความตกลง ในอัตรา 35,000 บาท และจ่ายค่าจัดเก็บและรักษาคุณภาพดวงตาแก่สภากาชาดไทยในอัตราดวงละ 15,000 บาทค่ะ

ในกรณีที่มีการผ่าตัดกระจกตาร่วมกับการผ่าตัดต้อกระจกและใส่เลนส์เทียม จะมีการเหมาจ่ายค่าเลนส์เทียมให้สถานพยาบาลตามอัตราที่ปรากฏในบัญชีรายการและอัตราค่าอวัยวะเทียมและอุปกรณ์ในการบำบัดรักษาโรคค่ะ

ไม่ทราบว่าต้องการสอบถามรายละเอียดเพิ่มเติมในส่วนไหนอีกไหมคะ",True,"Retrieval is acceptable as it includes the expected chunk despite extra retrieved IDs. The answer accurately mirrors the expected details (approval requirement, 35,000/15,000 THB amounts, and lens coverage in combined surgery). Minor stylistic additions only; content is correct."
19,1,ผมประสบอุบัติเหตุที่ต่างจังหวัด ไปรพ.ที่ลงทะเบียนไว้ไม่ได้ ถ้าผมไปเข้า รพ.เอกชน ในต่างจังหวัด จะเบิกได้ไหม,2,"4,43,3,8,1,2,46,7,22,27,6,13",ได้ครับ คุณต้องการทราบรายละเอียดการเบิกรักษาพยาบาลสถานพยาบาลของ รัฐ หรือ เอกชน ครับ,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีประสบอันตรายหรือเจ็บป่วยฉุกเฉิน และไม่สามารถเข้ารับบริการ ณ สถานพยาบาลที่กำหนดสิทธิได้ หากเข้ารับการบริการทางการแพทย์ ณ สถานพยาบาลเอกชนอื่น สำนักงานประกันสังคมจะจ่ายค่าบริการทางการแพทย์ให้แก่สถานพยาบาลที่ให้การรักษาจนพ้นวิกฤตไม่เกิน 72 ชั่วโมง โดยผู้ประกันตนไม่ต้องสำรองจ่ายค่ะ

มีเรื่องอื่น ๆ อยากสอบถามเพิ่มเติมไหมคะ?",True,"Retrieval includes the expected chunk (2), so acceptable. The answer correctly explains emergency coverage at private hospitals (72-hour stabilization, no upfront payment), which addresses the user’s question; minor deviation from the expected follow-up question but content is accurate."
19,2,รพ.รัฐครับ,2,"3,2,4,6,36,8,1,5,7,27,23,43","กรณีการประสบอันตรายหรือเจ็บป่วยฉุกเฉิน ไม่สามารถเข้ารับบริการ ณ สถานพยาบาลที่กำหนดสิทธิได้ เมื่อเข้ารับการบริการทางการแพทย์ ณ สถานพยาบาลอื่น สำนักงานประกันสังคมจ่ายค่าบริการทางการแพทย์ให้แก่ผู้ประกันตนหรือสถานพยาบาลดังนี้
โรงพยาบาลรัฐบาล
ผู้ป่วยนอก สำนักงานประกันสังคมจ่ายค่าบริการทางการแพทย์เท่าที่จ่ายจริงตามความจำเป็น
ผู้ป่วยใน สำนักงานประกันสังคมจ่ายค่าบริการทางการแพทย์ตามความจำเป็น ไม่เกิน 72 ชั่วโมงแรก ไม่รวมระยะเวลาในวันหยุดราชการ ยกเว้นค่าห้อง และค่าอาหารเท่าที่จ่ายจริงไม่เกิน 700 บาท/วัน","สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีประสบอันตรายหรือเจ็บป่วยฉุกเฉิน และไม่สามารถเข้ารับบริการ ณ สถานพยาบาลที่กำหนดสิทธิได้ หากเข้ารับการรักษาที่โรงพยาบาลรัฐอื่น สำนักงานประกันสังคมจะจ่ายค่าบริการทางการแพทย์ให้ตามความจำเป็นสำหรับผู้ป่วยนอก และสำหรับผู้ป่วยใน จะจ่ายค่าบริการทางการแพทย์ตามความจำเป็นไม่เกิน 72 ชั่วโมงแรก โดยยกเว้นค่าห้องและค่าอาหารเท่าที่จ่ายจริงไม่เกิน 700 บาทต่อวันค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Retrieval is acceptable since it includes the expected chunk (2), despite extra chunks. The answer accurately conveys the policy for government hospitals (OPD, IPD 72-hour limit, room/food cap), with a minor omission about the exclusion of official holidays. Overall mostly correct and aligned with the expected answer."
20,1,ผมเปิดบริษัทอยู่จังหวัดเชียงใหม่ ต้องไปขึ้นทะเบียนให้ลูกจ้างที่ไหน,1,"52,45,46,1,51,49,0,32,23,43,41,44","นายจ้าง ที่มีสำนักงานใหญ่ในส่วนภูมิภาคให้ยื่นแบบขึ้นทะเบียนได้ที่สำนักงานประกันสังคมจังหวัดที่สถานประกอบการตั้งอยู่
***นายจ้างสามารถทำธุรกรรมผ่านทางinternet ได้ที่ www.sso.go.th***","สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

นายจ้างที่มีสำนักงานใหญ่ในส่วนภูมิภาค ให้ยื่นแบบขึ้นทะเบียนได้ที่สำนักงานประกันสังคมจังหวัดที่สถานประกอบการตั้งอยู่ค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",True,"Retrieval includes the expected chunk. The answer correctly states to register at the provincial Social Security Office where the establishment is located, but it omits the online option via www.sso.go.th. Mostly correct with a minor omission in answer content."
20,2,ขอเบอร์ติดต่อสำนักงานได้ไหม,52,"45,52,49,46,1,14,21,19,0,39,38,4",สำนักงานประกันสังคมจังหวัดเชียงใหม่ 053112629-30,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

หากต้องการติดต่อสำนักงานประกันสังคม สามารถติดต่อได้ที่ สายด่วน 1506 ตลอด 24 ชั่วโมงค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",False,"Retrieval is acceptable since it includes the expected chunk (52). However, the answer did not provide the specific office number (Chiang Mai 053-112-629-30) and instead gave a general hotline, so the content misses the essential information."
21,1,เงินค่าเทอมลูกเบิกได้เท่าไหร่ ,,"10,7,5,31,28,1,9,27,18,8,36,2",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

จากข้อมูลที่ตรวจสอบ ไม่พบรายละเอียดเกี่ยวกับสิทธิประโยชน์ในการเบิกค่าเล่าเรียนหรือค่าเทอมบุตรค่ะ

ไม่ทราบว่าสนใจรายละเอียดเกี่ยวกับสิทธิประโยชน์อื่น ๆ ของผู้ประกันตนเพิ่มเติมไหมคะ?",True,"Answer conveys that the information is not available, matching the expected intent. Retrieval can’t be assessed since expected chunk IDs are not provided, but the content is acceptable and helpful."
22,1,ประกันสังคมครอบคุมถึงประกันสุขภาพส่วนตัวไหม ,,"6,1,15,0,21,25,20,48,28,22,18,10",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

ประกันสังคมไม่ได้ครอบคลุมถึงประกันสุขภาพส่วนตัวค่ะ ประกันสังคมจะให้ความคุ้มครองในกรณีต่างๆ เช่น เจ็บป่วย คลอดบุตร ทุพพลภาพ ตาย สงเคราะห์บุตร ชราภาพ และว่างงาน ค่ะ

ไม่ทราบว่าสนใจรายละเอียดในส่วนไหนเพิ่มเติมไหมคะ",False,"The response provides a definitive answer instead of the expected “no information available” message, so answer content does not align with ground truth. Retrieval also diverges since no chunks were expected but multiple were used. Overall, it does not match the system’s intended behavior."
23,1,อยากได้ปฏิทินประกันสังคม ติดต่อขอรับได้ที่ไหน ,,"25,21,1,52,0,49,19,14,39,46,15,17",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

สำหรับปฏิทินประกันสังคมนั้น ไม่พบข้อมูลในคู่มือผู้ประกันตนที่ฉันเข้าถึงในตอนนี้ค่ะ

มีเรื่องอื่น ๆ อยากสอบถามเพิ่มเติมไหมคะ?",True,Answer aligns with the expected message that the information isn’t available. Retrieval can’t be assessed due to no expected chunks; content is acceptable though slightly indirect.
24,1,เราสามารถเบิกเคลมค่าพักที่อยู่อาศัยจากกระกันสังคมได้ไหม ,,"27,1,30,2,14,28,17,7,15,51,26,19",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

ขออภัยค่ะ ข้อมูลส่วนนี้ไม่ปรากฏใน คู่มือผู้ประกันตน ที่ฉันเข้าถึงในตอนนี้ จึงยังยืนยันให้ไม่ได้ค่ะ มีเรื่องอื่นๆสอบถามเพิ่มเติมไหมคะ.",True,Answer aligns with the expected response that the information isn’t available; wording is slightly more verbose but correct. Retrieval can’t be assessed because no expected chunks were provided.
25,1,ในกรณีที่ทำงานอยู่เมืองนอกแล้วต้องการส่งประกันสังคมทำได้ไหม,,"1,17,25,21,15,46,44,49,20,0,14,36",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

การส่งเงินสมทบประกันสังคมนั้น จะต้องเป็นผู้ที่ทำงานอยู่ในประเทศไทยค่ะ หากทำงานอยู่ต่างประเทศ จะไม่สามารถส่งเงินสมทบในระบบประกันสังคมของประเทศไทยได้ค่ะ

ไม่ทราบว่าสนใจรายละเอียดตรงไหนเพิ่มเติมไหมคะ?",False,"Expected response was to acknowledge lack of available data, but the model gave a definitive policy answer without supporting retrieval. With no expected chunks (nan), retrieval cannot be validated, and the answer content conflicts with the expected behavior."
26,1,ทำงานบริษัทต่างชาติในไทย แต่ว่าบริษัทนั้นไม่ได้จดทะเบียนที่ไทย เป็นการทำงานแบบ remote work เราสามารถส่งประกันสังคมเองได้ไหม ,,"23,1,25,49,14,19,15,26,21,51,44,0",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

สำหรับกรณีของคุณที่ทำงานกับบริษัทต่างชาติแบบ remote work และบริษัทไม่ได้จดทะเบียนในไทยนั้น หากคุณต้องการส่งเงินสมทบประกันสังคมด้วยตนเอง สามารถสมัครเป็นผู้ประกันตนมาตรา 40 ได้ค่ะ

ผู้ประกันตนมาตรา 40 คือ ผู้ที่ประกอบอาชีพอิสระ หรือแรงงานนอกระบบ ที่ไม่เป็นผู้ประกันตนมาตรา 33 หรือมาตรา 39 ค่ะ

คุณสมบัติของผู้สมัครมาตรา 40 มีดังนี้ค่ะ
*   มีสัญชาติไทย
*   อายุไม่ต่ำกว่า 15 ปีบริบูรณ์ และไม่เกิน 60 ปีบริบูรณ์
*   ไม่เป็นผู้ประกันตนมาตรา 33 หรือมาตรา 39
*   ไม่เป็นสมาชิกกองทุนบำเหน็จบำนาญข้าราชการ หรือกองทุนอื่นของรัฐที่มีลักษณะเดียวกัน

ช่องทางการสมัครมาตรา 40 มีดังนี้ค่ะ
*   สมัครที่สำนักงานประกันสังคม หรือหน่วยบริการเคลื่อนที่ของสำนักงานประกันสังคม
*   สมัครผ่านระบบอินเทอร์เน็ตที่เว็บไซต์ www.sso.go.th/section40_regist/
*   สมัครผ่านหน่วยบริการรับสมัคร เช่น ร้านเซเว่นอีเลฟเว่น หรือร้านค้าที่มีสัญลักษณ์ counter service ทั่วประเทศ

ไม่ทราบว่าสนใจรายละเอียดในส่วนของการสมัครหรือการชำระเงินสมทบเพิ่มเติมไหมคะ",False,"Answer content deviates from the expected response, which should acknowledge missing data; it provides unsolicited guidance instead. Retrieval can’t be judged due to no expected chunks, so the issue is primarily with answer content not matching the intended output."
27,1,เราเป็นคนขับ Taxi แล้วดันไปขับรถชนสุนัขได้รับบาดเจ็บ เจ้าของสุนัขมาเรียกเงินกับเรา กรณีแบบนี้ทางประกันสังคมช่วยไรได้ไหม ,,"1,36,46,18,15,28,9,27,49,43,21,29",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

กรณีที่คุณขับรถชนสุนัขได้รับบาดเจ็บ และเจ้าของสุนัขมาเรียกเงินนั้น ข้อมูลในคู่มือผู้ประกันตนไม่ได้ระบุถึงความคุ้มครองในกรณีดังกล่าวค่ะ

ไม่ทราบว่าสนใจรายละเอียดเกี่ยวกับสิทธิประโยชน์อื่นๆ ของผู้ประกันตน หรือต้องการสอบถามข้อมูลเพิ่มเติมในส่วนใดไหมคะ",True,"Answer appropriately states that the information is not available, which matches the expected response. Retrieval cannot be assessed because no expected chunks were provided."
28,1,ประกันสังคมตั้งอยู่ที่ตุก SKY9 Tower จริงหรอ ผู้ประกันตนสามารถรู้ได้ไหมว่าประกันสังคมเอาเงินของผู้กระกันตนไปลงทุนที่ไหนบ้าง ,,"1,0,25,19,21,20,14,15,18,9,2,26",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

ขออภัยค่ะ ข้อมูลส่วนนี้ไม่ปรากฏใน คู่มือผู้ประกันตน ที่ฉันเข้าถึงในตอนนี้ จึงยังยืนยันให้ไม่ได้ค่ะ มีเรื่องอื่นๆสอบถามเพิ่มเติมไหมคะ.",True,"Answer conveys that the information is not available, which aligns with the expected response. Retrieval can’t be evaluated since expected chunks are not provided. Overall acceptable."
29,1,ได้ยินข่าวมาว่าประกันสังคมถ้าไม่มีคนใหม่ส่งเงิน เงินจะไม่พอหรอ ตอนนี้เราอายุ 40 เราส่งมาแล้ว 20 ปี แต่เด็กรุ่นใหม่เริ่มไม่ส่งแล้ว ตอนเรา 60 เราจะได้เงินอยู่ไหม,,"28,10,6,1,27,12,7,9,18,20,23,21",ขออภัยครับ ข้อมูลนี้ยังไม่มีในฐานข้อมูลของระบบในขณะนี้,"สวัสดีค่ะ ดิฉันน้องออมสุข จากสำนักงานประกันสังคม ยินดีช่วยตรวจข้อมูล ‘คู่มือผู้ประกันตน’ ค่ะ

สำหรับกรณีชราภาพ หากส่งเงินสมทบมาแล้ว 180 เดือนขึ้นไป เมื่ออายุครบ 55 ปีบริบูรณ์ จะได้รับเป็นเงินบำนาญชราภาพค่ะ หากส่งเงินสมทบไม่ครบ 180 เดือน จะได้รับเป็นเงินบำเหน็จชราภาพค่ะ

หากต้องการทราบรายละเอียดเพิ่มเติมเกี่ยวกับเงื่อนไขการรับเงินบำนาญชราภาพ หรือต้องการให้คำนวณยอดเงินที่อาจได้รับ สามารถสอบถามเพิ่มเติมได้นะคะ",False,"The response gives generic old-age benefit rules but doesn’t address the user’s core concern about fund solvency or confirm payment at age 60, and it diverges from the expected fallback (“no info in database”). Retrieval is not assessable (no expected chunks); the issue is with answer content."
